video_id,title,comment,author
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Jangan kasih kendor bang Jek &amp; PRAMDOEL mantap Jakarta+ 🔥🔥☝🇮🇩🇮🇩🇮🇩🤟🤟🤟👌,@fuu6278
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Terlalu banyak Kabinet Berantakan itu bukti keserakahan Prabowo,PILKADA sebentar lagi itu pasti akan di isi oleh orang serakah Juga😊",@SBYJokowiJKIndonesia
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Tata ruang salah satu jalan untuk korupsi, tol becakayu dan jl asia afrika tidak membawa manfaat untuk tata adab. Adab dan kesadaran untuk memajukan kehidupan, perlu mencontohkan kenyataan yang jelas.<br>Bernafaslah dengan perlahan, oplet gandul cinere diikat mak nyak dipohon, darma bakti bernilai, dari hasil kerja dan pengabdian.<br>Bang benyamin dan manra selalu ribut, bang dul dengan kesederhanaanya pernah menjadi peredam keributan, kekalahan hanyalah rasa, kemenangan hanyalah euforia, menanglah untuk berdarma bakti, unggullah dengan kesederhanaan. Karena bahagia itu sederhana, prasasti jasa itu akan dingat selalu oleh karena darma bakti yang ikhlas seperti sidul ditinggal sarah",@ButaOrang
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Selalu tiap pilkada temanya banjir, wkwkwkwk lawak",@ketutsuprawito3437
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Saya bukan warga Jakarta, tapi saya menonton debat ini karena ada Pak Dharma Pongrekun.",@honeybadger7813
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Kedua pasangan sebelah sibuk mencatat iLmu dari pasangan &quot;RIDO&#39;😊🎉,@danKers_86
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Jokowi vs Rakyat,@topglobal6675
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,02 baca aja masih patah patah yaa😇,@pratpretprott
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"<a href=""https://www.youtube.com/watch?v=98NfzwrLe-g&amp;t=9603"">2:40:03</a> puluhan tahun jadi pejabat ngga ngerti juga cara liat data, dicek bener2 dong.... Pak Ahok jadi kader PDIP 2019 kenapa dibawa-bawa ( CNN April 2016) nyambung ngga lo... Beliau saat itu kader partai lain, lol 😜😂🤣<br>Pemilih Jakarta rasional orangnya<br>kami siap MENYALA...",@ramadanialwijaya6013
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Visi misi no 1 ngawang², mbladus jakarta hanya akan jadi etalase gagasan tanpa eksekusi 😂",@GembelElite-c5r
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,02. Membawa misi siti fadhilah<br>03. Membawa misi ahok,@sihabcakrawala8342
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"no 2 paling oke, yg tidak memilih no 2 akan kena masalah dengan undang undang yg akan membunuh rakyat sendiri",@niksonTamanampo
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,No 1 satu satu putaran,@mamanaja7664
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,no.2 semoga menang.,@adityadwiprasetyo1534
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Ada sinkronisasi nya baju nya paslon no urut 2 dgn pemandu acara semoga paslon urut 2 terpilih menjadi Gubernur Jkt sehingga hidup kita berubah menjadi sejahtera lahir batin, selamat dunia selamat akherat jgn sampai kita tenggelam di laut merah menyesal kemudian tdk berguna",@ajssumbawan5401
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Yakin 03 di pilih? Tangerang aja gtu2 aja,@bayuwidianto9581
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Kalau pemimpin belum punya pengalaman jadi gubernur hadeeeee seperti menunggu anak kecil belajar berjalan dan menunggu lagi untuk bisa berlari hadeeee LAMAAAA,@yokidirhamsyah4843
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Ridwan kamil !! Lu liat tuh bekasi !! lu jadi gubernur 5 tahun, apa yang udah lu bikin buat bekasi dan sekitarnya ??? jarak cuman 5 sentimeter dari ibukota negara tp infrastruktur mirip di pedalaman. jalan2 mirip di hutan rimba, kualitas air pam buruk dsb. dari tadi bicara soal keadilan, tp dia sendiri ga adil.",@suanggimolukken
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,02 ga di otak atik partai,@tumbendtumbenngebend2213
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"02 Pak Dharma ,,sngat cerdas dalam nenjawab setiap pertanyaan,,emang benar jangn tanya soal masalah banjir jakarta ke Pasangan 02,krna beliau blm prna jadi gub",@jacobanthonhattu2333
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,RK donggg,@Blackpetroleum05
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Ijin bertanya kepada para paslon apakah pantas kuburan jadi hunian,@asikinrangga3727
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Pilih petugas rakyat NO2 dharma-kun,@KAI-jl4re
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,01 yakin dah,@iman_jual_belimobilseken
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Teman teman Netizen saya mau nanya,Pilkada kali ini pake undangan apa ga sih? Kok tumben saya belum dapat,apa karena KK/KTP beda dengan domisili saya ya? Yang paham mohon bantu jawab, terimakasih🙏🙏",@RoniRanita
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Heuhhhh Dharma kun Belepotan,@DaniyalNiagara
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Dari survei saya bang Doel tinggi di berbagai komentar di media sosial semoga tim pusat bisa mengontrol mengamankan jalan nya pemilu agar menjaga suara nya masing masing,@layardunia9960
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Semoga yang terbaik yang terpilih dan bisa memimpin Jakarta dengan baik sehingga membuat Jakarta lebih baik..... Aamiin....,@fitrasyahnurm
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Saya tak paham, apakah soalnya sudah diketahui sehingga jawabannya dapat disampaikan dengan membaca. seakan sudah tau bunyi pertanyaannya.",@rulienarulita
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Untuk paslon norut 2 gagasan dan visi misinya lebih bagus dan modern tapi untuk suara sepertinya norut 3 yang terpilih. Menurutku siapapun Gubernurnya Kami butuh Jakarta yang Bersih, Rukun dan Aman, serta memfasilitaskan program Sekolah Gratis, Berobat Gratis dan Bantuan untuk Rakyat yang Ekonominya sulit tanpa batasan Usia berapa yang harus di Bantu. Semoga dibaca oleh para Cagub jika terpilihnya mereka nanti menjadi Gubernur Jakarta Baru, Terima kasih",@banqmaliq021
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Mas Pram Bang Doell menyalaaa🔥🔥🔥🔥🔥🔥🔥🔥🔥,@Putri_1922sht
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Kalo mau optimis gabung sama 01<br>Kalo.seneng konspirasi2 ya sama 02<br>Kalo doyan nyinyir..Netizen 03 jagonya...,@ucing8269
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Ak 03 aja. Terlihat dan terasa bhwa mereka kuat, fokus, tegas dan terukur dgn program mereka. ❤",@metaaugustyn
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,aku masih nggak bisa bayangin gimana semrawutnya jakarta tanpa lampu lalu lintas. hm...,@iinputri9964
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Pram : Bang doel Kampung kumuh digimanain? <br>Doel : Di bagusin ❎, eh di gusurin ✅ kayak pendahulu gw si ahok kader PDIP 😂",@Almahyraputri19
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,debat paling oke di antara semua debat di provinsi. banyak ide dan gagasan...tidak seperti di provinsi lain saling sindir dan menjatuhkan,@marshahaurajuhda4888
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Bang doel, banten aja ngga ke urus",@yhdchannel5623
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,JAKARTA MENYALA BERSAMA MAS PRAM-BANG DOEL 🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟,@shasasasabela17
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,visi misi pemimpin tidak akan berjalan jika pandemi nantinya ada lagi . saya dari jawa timur semoga nantinya paslon 2 pak dharma terpilih menjadi dki 1,@a6anam
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"ini host apa apaan sih? koq rano karno atau si doel, mana boleh begitu,. yg lagi jd calon bang rano karno apa karakter si doel nya? ga profesional atau mmg disengaja ? spy menanamkan ke penonton",@creativecommons835
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"RK sok sok nyentil ahok banyak menggusur, nyatanya lebih baik pak ahok urus DKI ketimbang RK urus Jabar",@muhammadgeraldsyafrizal658
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Ini tuh kok pada keliatan baca itu baca catatan saat mendapatkan pertanyaan apa udah siap jawaban ya? Kok sampe kalimatnya udah tertata, tp dengan cara membaca",@maudyarini4497
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"KPU dari dulu selalu menekankan amplop masih tersegel rapi bersih, tp bagaimana kalo semua amplop per sub tema itu isi nya sama? logika sederhana aja.. 50 : 50 kan.. kecuali, selesai sub tema tersebut semua amplop di buka dan dibuktikan kalau isi nya beda2..",@creativecommons835
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Menyala bang doel,@agamoehammad837
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Kata penutup No. 2  Dharma Kun sgt menyentuh ...spti tau kalo sikon akan membuatnya tetap kalah n dia siap kalah asal yg disampaikan bisa menjadi prioritas hingga memberi pesan utk No.1 &amp; No.3. Sy yakin meski sy at  anda memilih yg lain tp dalam hati jika anda cinta Indonesia akan tau pa Dharma pejuang sejati tulus yg rasanya  langkah ada di Indonesia ...mau berkorban sepenuh hati bekerja ...di hina direndahkan dsb bhkn mendapat ancaman sxpun ga mundur jg begitu besar cintanya pada tanah air kita. Tp andai pa Dharma  jadi menang pun, dua bilang itu krn Tuhan mengizinkan ...n izin Tuhan jg atas kehendak manusia yg memilih tentunya Krn Tuhan mmg tidak buat manusia spti robot  .. bagus jelek baik buruk mmg Tuhan jg memberi kebebasan ..n sebab akibat nya tanggung sendiri 🙏",@hennyrose2340
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Wkwkwk Pak Dharma kocak,@mrifkifauzi3458
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"sudah bnyak debat dimana2, sampai hari ini ga ada host yg bisa pronounce &quot;FISH BOWL&quot; dengan akurat. Semuanya masih pronounce &quot;FISH BALL&quot;. Kalo sulit di baca, kenapa gak pake bahasa Indo saja? Jadi laper klo dgr fish ball mulu",@intrawinata7572
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,tata agraria dulu jakarta coba pak di mapping dahulu,@workshop2117
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,3❤,@vitriyanavitriyana7357
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Jakarta menyala bersama 03‼️😎😎,@AURELIAPUTRIMAHARANI-j3k
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"tim oren kurangin aja . percuma juga banyak , kerja nya pada ga maksiimal , yang serius keja ya kerja , yang main2 cuma nyapu2 , foto .ngumpet nunggu absen jam 3 daah , dan untuk lowongan baru nya juga , pada banyak main orang dalem , pada bayar , buka lowongan tiap tahun cuma formalitas aja , tetetp aja yang kerja orang lama , dan yang masuk lewat orang dalem ,",@Rasastrwberry
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,01 RK suswonolebih jelas progres pembangunannya kedepan.. Jgn salah pilih bro pilihlah RK suswono untuk benahi jakarta,@putrasaptan9966
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Kok di sosmed 03 bnyak yg dkung ya...tpi jika ditaxa di longan bnyak yg suka ma pk 01,@KENZIOKIYUNA1827
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,siap menangkan pak pram,@salmaamizah-ox2lz
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,03 jakarta lebih menyala 🔥🔥🔥,@PinujiLestari-og1wn
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Terlihat jelas kematangan mas pram &amp; bang doel, tiada tanding tiada banding, semua di suguhkan secara realistis &amp; logis, 03 utk JAKARTA MENYALA🔥🔥🔥🔥🔥",@titinmuniroh1295
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,dukung terus pak pram,@anismarifah6277
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,pram doel menyala❤❤❤,@cellynkharizma3187
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Pak Dharma Kun kereen, ayo jakarta pilih 02, pemimpin yg tulus berpihak kpd rakyat",@adelitatumade3092
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,02 paling mengedepankan keTuhanan. Esensi paling penting sebagai manusia ciptaanNya yg lain ga penting semua bisa Tuhan Sediakan Asal kita fokus sm Yang Maha Kuasa,@sandiharis12
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Anggota komisi 10 DPR tolong sampaikan. Kepada menteri pendidikan tinggi,  prof satryo, prof fauzan n prof stella<br>Besar harapan sy mempertimbangkan saran sy. <br><br>Sy sebagai  orang tua, sy masih mampu memberikan makanan bergizi  krn sebagai orang tua masih bisa menahan lapar buat memberikan makanan terbaik buat anak sy di sekolah tetapi tidak mampu untuk biaya kuliah  krn biaya kuliah di indonesia paling mahal di dunia klu di ukur pendapatan perkapita penduduk indonesia. Berbanding terbalik  negara asia timur, asia barat, asia tengah n sebagian asia tenggara dgn sistem pendidikan, wajib sampai perguruan tinggi dan pemerintahnya men gratiskan bagi kampus negeri n swasta disubsidi bagi warga ingin melanjutkan kuliah,  Tolong di check informasi pendidikan luar negeri khususnya negara asia spy obyektif.<br> Banyak anak pelajar yg pintar di indonesia, saat smp lebih memilih masuk smk ketimbang untuk kuliah krn tidak mampu buat biaya kuliah n bisa langsung kerja n miris mohon maaf banyak dari kerlg yg mampu sebaliknya bisa kuliah  tetapi tidak bertanggung jawab sepenuhnya n belajar dgn sungguh2 saat kuliah sehingga mendapatkan sdm tidak unggul n kita tidak bisa bersaing.<br>Sedangkan universitas yg ada di indonesia tidak bisa bersaing meskipun di kawasan asia tenggara sendiri yg hanya menempati  urutan no 10 universitas terbaik di kawasan asia tenggara, kita kalah dgn serumpun yg menempati 1- 5 besar walaupun secara kuantitas kita lebih banyak jumlah kampus baik universitas atau institut tetapi tidak dengan kualitas n segi jumlah mahasiswa yg lulus dari perguruan tinggi . Buat apa ada organisasi yg di buat oleh pahlawan bangsa indonesia seperti organisasi : budi utomo, taman siswa, ISDV, dll   yg memperjuangkan bukan saja ingin merdeka  tetapi memperjuangkan  pendidikan. Sekarang negara indonesia sudah  merdeka n sudah melalui 3 periode perubahan sistem demokrasi tetapi pendidikan bukan tambah murah atau gratis yg ada semakin  mahal.<br>mknya sebab itu biaya kuliah di indonesia  klu bisa di gratiskan yg negeri  klu tidak bisa  juga jgn terlalu mahal  spy terwujud indonesia emas tahun 2045 yg ingin di impikan pemimpin  Negara indonesia saat kampanye selalu di suarakan.<br> Negara indonesia ingin maju yg di utamakan pendidikan tinggi terlebih dahulu sebagai dasar pondasi sumber daya manusia yg kuat negara indonesia. Ingat japan n singapura tidak punya sumber daya alam tetapi sumber daya manusianya yg di utamakan terutama pendidikan tinggi sehingga menjadi negara maju.<br><br>Alasannya : Negara indonesia menuju indonesia emas tahun 2045 berdasarkan kuantitas jumlah usia produktif di atas 70 % dari jumlah penduduk nasional. Yg jadi pertanyaan dengan sebanyak itu, usia produktif yg berkualitas brp jumlahnya n apakah siap bersaing dengan era globalisasi  dgn bangsa lain, di tambah lagi dgn tenaga kerja manusia tidak banyak di pakai akan diganti dgn robot (auto pilot) n sistem digital. Sedangkan sekarang di negara kita yg mencapai tingkat pendidikan tinggi masih rendah hanya mencapai 7 % tiap tahun nya.<br> Sekarang yg nyata Berbanding terbalik dgn tingkat kriminalitas di usia produktif semakin meningkat dari tawuran , genk motor, narkoba, pelecehan seksual, pencurian yg semakin marak Krn sdm kita masih rendah berbanding lurus dgn dasar tingkat pengangguran terlalu tinggi n lapangan kerja terbatas n tidak banyak yg bisa menghasilkan sesuatu yg kreatif yg bisa jadi pekerjaan. sebab tenaga kerja kita tidak bisa bersaing dgn negara lain terutama tenaga kerja formal krn pendidikan tinggi di negara indonesia sangat mahal sekali.<br><br>knp? Harus kuliah jadi mahasiswa/i krn di ajarkan jadi kritis, analis secara obyektif n idealis sehingga negara bisa maju n berkembang, semakin tinggi tingkat pendidikan mempengaruhi pola pikir n sumber daya manusia nya yg bisa menciptakan inovasi n perubahan di segala bidang . Contoh yg pernah di lakukan mahasiswa/i indonesia yg nyata yaitu Perubahan sistem demokrasi negara indonesia dari awal merdeka  dari pemerintahan orde lama berubah menjadi pemerintahan orde baru dan sekarang menuju era repormasi, semua atas inisiator n sumbangsih atas pergerakan mahasiswa/i penuh dengan pengorbanan untuk mencapainya biarpun banyak korban jiwa sebagai taruhannya atas dasar ingin merubah negara indonesia menjadi lebih baik. Biarpun tidak ada penghargaan di berikan kepada aktivis mahasiswa dari pemerintah sebagai pahlawan perubahan demokrasi.jadi knp pentingnya pendidikan lebih tinggi di negara kita. <br>Datanya sarjana lebih banyak kerja formal dari pada informal krn lebih banyak menggunakan otak dari pada otot sebab sistematis kerjanya n lebih eksakta untuk menciptakan inovasi produk baru  untuk mempermudah pekerjaan. akan tetapi tenaga kerja formal kita tidak bersaing dgn bangsa lain. Krn negara lain masih melihat sisi lain dari sdm tenaga kerja kita yg rendah, jadi negara lain lebih prioritas mencari tenaga kerja informal tki/tkw seperti kerja kasar, pembantu, buruh pabrik yg sering di gunakan sebagai tenaga kerja n jadi salah satu penyumbang devisa terbesar buat negara indonesia Jadi sampai kapan negara kita seperti ini. Klu mata rantai tidak di putus  segera n negara kita di anggap sebelah mata di mata dunia, bisa di lihat negara lain memperlakukan rakyat kita ketika mau keluar negeri, ijin visa di persulit negara dituju n salah satu negara di asia tenggara ijin bebas visa paling sedikit krn negara lain masih melihat berbagai faktor seperti sdm kita rendah, pendapatan perkapita rendah,  mata uang no 6 terendah di dunia, kesenjangan sosial yg tinggi dan timpang, korupsi merajarela, nepotisme semakin kuat. <br><br>Sedangkan negara indonesia kaya dgn sumber daya alam  di tambah ragam budaya n bonus demografi usia produktif yg tinggi hanya saja negara belum bisa  di kelola dgn baik.asal tidak di salah gunakan n tepat sasaran.",@kelaparan.
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Ga ada yg mau nyinggung si bohir ya? Padahal polusi yg paling parah itu dari batubara prajogo.,@niqmk10
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Masak debat,pertanyaan sdh disiapkan, artinya KPU sdh kasih klu, Rakyat kena bodoh²i terus, ini seperti sdh di konsep/di arahkan mereka².jd tak Natural",@AntoYanto-r1t
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"01,03 bnyk buzer,bkn warga calon pemililih.",@AntoYanto-r1t
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Pram Doel Jakarta Menyala,@chikojeremy3900
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,semoga menang,@yusiulfa60
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Jakarta Menyala🔥🔥🔥,@SaintDonkers
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,"Pak, pram dan bang doel menyalaaaa 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",@Nurainiwee
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,PAK PRAM BANG DOEL MENYALA 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,@rara-v5i
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,No 3 kebayakan baca tek😂,@SalmaNisa-y8p
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,01 sih. Siapa lagi sih diantara para calon yang lebih paham tata ruang dibanding kang emil,@HadharaTripepaprofile
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Sy ngefans dgn Ranonsi Doel tp No.2 yg ga haus jabatan tp sgt terdorong menyampaikan informasi nya ...siap kalah ..berharap Gubenur yg menjabat memperhatikan seruannya ..tp kalo menang itu mnrt nya kehendak Tuhan. Sy sgt terharu org ygbrendah hati tulus  dgn semangat No.2 pa Darma yg selalu sepenuh hati bekerja selama ini demi rakyat ..terancam diancam dihina dibully maju trs selama nafas dikandung badan nya ..moga selalu sehat bahagia dalam lindungan Tuhan pa Darmsn jg pa Kun ..Amin,@arronleon528
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,JAKARTA M3NYALA 🔥🔥🔥,@taputri-n9b
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Rido kerennnnn,@sulfaniofc2081
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Debat III<br><br>Rido   39 %<br>Darkun 36 %<br>Pram 25 %,@WTMX-o7m
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,janji nya bagus2,@DediAPK
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Rido🎉,@sulfaniofc2081
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Pramono pram Rano,@KolamMas
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Jakarta menyala bersama 03,@farahshania609
98NfzwrLe-g,[LIVE] Debat Ketiga Pilkada Jakarta 2024 | Narasi Daily,Apakah banjir dari bogor? Kalo iya gagal berarti kordinasi gubernur Jabarnya itu mungkin maksud bang dul wkwk,@srinuraeni7488
